CdId,Real CAS,Name,vapor_pressure,maximalProjectionArea,minimalProjectionArea,maximalProjectionRadius,minimalProjectionRadius,acceptorSiteCount,donorSiteCount
246,"20487-40-5","tert-Butyl propionate",14.5,44.3562,30.3682,4.91879,3.53187,2,0
247,,"Butyl butyryllactate, [(2R)-1-butoxy-1-oxopropan-2-yl] butanoate",0.0062,71.0045,39.3204,7.21054,4.28929,4,0
248,,"Butyl butyryllactate, [(2S)-1-butoxy-1-oxopropan-2-yl] butanoate",0.0062,68.9846,43.6302,7.25649,4.36704,4,0
249,"540-07-8","Amyl hexanoate",0.09,70.9576,36.5507,7.71055,4.52474,2,0
250,"5454-28-4","Butyl heptanoate",0.09,71.1935,36.8752,7.76372,4.30949,2,0
251,"2349-13-5","Heptyl isobutyrate",0.158,68.7816,31.223,7.6046,3.64368,2,0
252,"3848-24-6","2,3-Hexanedione",12.44,41.7706,24.4035,4.91542,3.17293,4,0
253,"15707-23-0","2-Ethyl-3-methylpyrazine",1.69,45.0221,27.4574,4.72267,4.04678,2,0
254,"75-07-0","Acetaldehyde",965.0,18.921,13.9203,2.86265,2.34353,2,0
255,,"Acetaldehyde phenethyl propyl acetal",0.0199,72.6517,42.2645,6.69697,4.64344,2,0
256,"100-06-1","4-Acetylanisole",0.0155,53.9773,23.4172,5.89967,3.32799,3,0
257,,"Acetoin",1.92,31.3631,21.51,3.9601,3.01355,3,1
258,"2051-78-7","Allyl butyrate",4.44,46.4965,29.8619,5.2627,3.96525,2,0
259,,"Allyl cinnamate",0.00213,66.8186,30.3445,6.58382,4.17944,2,0
260,,"Allyl disulfide",0.976,45.9253,26.7808,5.29448,3.57364,0,0
261,,"Allyl-2-ethylbutyrate",0.641,52.2699,36.2138,5.16617,4.25796,2,0
262,,"Allyl 2-furoate",0.225,49.8318,26.0298,5.70147,3.62561,2,0
263,,"Allyl heptanoate",0.16,63.9505,35.6132,6.79928,4.40226,2,0
264,,"Allyl-a-ionone",,71.9913,44.6443,6.9489,4.55095,2,0
265,,"Allyl mercaptan",152.0,26.8218,19.2675,3.84116,2.67702,0,1
266,,"Allyl octanoate",0.0539,70.174,36.8172,7.29562,4.48027,2,0
267,"2408-20-0","Allyl propionate",13.939,41.1009,25.1641,4.73341,3.35352,2,0
268,,"Allyl sulfide",7.3,39.8683,25.658,5.00222,3.27406,0,0
269,,"Allyl isovalerate",1.949,47.5425,32.5779,5.2684,3.74265,2,0
270,,"Isoamyl benzoate",0.0125,69.5114,28.995,6.9629,3.72271,2,0
271,"540-18-1","Amyl butyrate",0.608,62.4368,31.9241,6.53859,3.77819,2,0
272,"106-27-4","Isoamyl butyrate",1.09,58.5853,33.4317,6.48836,4.11986,2,0
273,,"a-Amylcinnamaldehyde",0.00233,72.9623,41.9319,6.36434,5.00833,2,0
274,,"a-Amylcinnamaldehyde dimethylacetal",1.63E-4,81.1396,53.375,6.29351,6.17078,2,0
275,,"Isoamyl cinnamate",5.05E-4,80.776,31.5045,7.88132,4.12084,2,0
276,,"a-Amylcinnamyl acetat",3.5E-5,81.9408,52.5647,6.6103,6.06296,2,0
277,,"Amyl formate",8.87,45.2724,23.3774,5.55085,3.17174,2,0
278,,"Isoamyl Formate",11.891,45.0377,24.6677,5.33686,3.32896,2,0
279,,"Isoamyl 3-(2-furan)propionate",0.00858,72.0289,36.2048,7.72687,4.08541,2,0
280,,"Amyl2-furoate",,58.8534,33.2052,5.71421,3.9743,4,0
281,,"Isoamyl hexanoate",0.0861,69.8545,36.6341,7.39338,4.00949,2,0
282,,"Isoamyl laurate",5.49E-4,103.737,47.4537,10.759,4.6297,2,0
283,,"Isoamyl nonanoate",0.00918,86.2439,44.2389,9.14117,4.73398,2,0
284,,"Amyl octanoate",0.0136,85.2622,45.5923,8.53614,5.08774,2,0
285,,"Isoamyl octanoate",0.0236,81.2771,41.103,8.43511,4.61169,2,0
286,,"Isoamyl salicylate",0.00293,73.3666,30.6192,6.96319,3.79083,3,1
287,"4180-23-8 ","trans-Anethole",0.0687,57.8394,23.2984,6.44027,3.57445,1,0
288,,"Anisyl acetate",0.0277,57.382,23.1656,6.40212,3.45607,3,0
289,,"Anisyl alcohol",0.0211,45.1555,22.0005,5.11269,3.35753,2,1
290,,"Anisyl formate",0.143,52.6642,23.7758,6.04354,3.54533,3,0
291,,"Anisyl propionate",0.0103,62.594,28.236,6.54623,3.70249,3,0
292,,"Benzaldehyde dimethyl acetal",0.476,48.6116,32.0955,5.14823,3.83445,2,0
293,"65-85-0","Benzoic acid",0.0122,44.2142,20.1441,4.63292,3.40251,3,1
294,,"Benzoin",2.8E-5,65.3866,31.7281,6.87719,3.75672,3,1
295,"119-61-9","Benzophenone",8.23E-4,68.4403,23.9559,6.24506,3.88805,2,0
296,,"Benzylacetoacetate",,57.3855,34.4023,5.51225,4.10733,6,0
297,"100-51-6","Benzyl alcohol",0.158,41.4931,22.2513,4.63531,3.40416,1,1
298,,"Benzyl benzoate",2.5E-4,65.2975,36.1975,6.93528,4.43968,2,0
299,,"Benzyl butyrate",0.0366,60.1969,36.8508,6.22604,3.90588,2,0
300,,"Benzyl isobutyrate",0.0513,57.1079,34.2618,5.7086,3.58641,2,0
301,,"Benzyl cinnamate",1.0E-5,74.9029,41.9444,7.26699,4.67433,2,0
302,,"Benzyl formate",0.273,44.3246,26.262,5.25311,3.46857,2,0
303,,"Benzyl mercaptan",0.591,43.208,24.8474,4.86938,3.40376,0,1
304,,"Benzyl phenylacetate",1.23E-4,71.3876,44.2143,6.22679,4.47746,2,0
305,,"Benzyl propionate",0.105,53.8387,33.1131,5.65059,3.62394,2,0
306,,"Benzyl salicylate",1.75E-4,68.1622,35.97,6.92736,4.05831,3,1
307,,"Benzyl isovalerate",0.0294,62.0329,37.7854,6.32046,3.92252,2,0
308,,"Isoborneol",0.0398,44.5361,37.263,4.21153,3.90833,1,1
309,,"Bornyl acetate",,56.6016,38.5644,5.33362,3.85241,2,0
310,,"Isobornyl propionate",,61.8385,40.4478,5.8576,3.90852,2,0
311,,"Bornyl valerate",,70.7877,42.3483,6.75327,4.03654,2,0
312,"110-19-0","Isobutyl acetate",18.0,44.7699,23.899,5.07949,3.15481,2,0
313,,"Isobutyl acetoacetate",0.342,52.2524,31.8017,5.30887,3.67724,4,0
314,"78-83-1","Isobutyl alcohol",16.4,32.6558,22.4991,3.89649,3.13613,1,1
315,,"Butyl anthranilate",0.00138,67.2297,25.3028,7.09396,3.67081,3,2
316,,"2,6-Di-tert-butyl-p-cresol",0.00624,71.597,43.3992,5.85702,4.84682,1,1
317,,"Isobutyl benzoate",0.0366,64.6447,29.013,6.29691,3.88396,2,0
318,"109-21-7","Butyl butyrate",1.91,56.7141,28.6439,6.54028,3.6107,2,0
319,,"Isobutyl butyrate",2.91,55.9974,29.2555,5.8602,3.67035,2,0
320,,"Butyl isobutyrate",2.91,51.7761,28.7264,5.96658,3.37392,2,0
321,,"Isobutyl isobutyrate",5.102,51.4177,29.4629,5.28464,3.43011,2,0
322,,"Butyl butyryllactate",1.26E-4,72.5441,38.8961,7.52182,4.27472,5,1
323,,"Isobutyl cinnamate",0.00141,75.3317,33.738,7.22314,4.17085,2,0
324,"592-84-7","Butyl formate",26.6,39.6006,20.4608,5.35086,2.79388,2,0
325,"542-55-2","Isobutyl formate",38.207,39.3043,23.9295,4.68369,3.34108,2,0
326,"626-82-4","Butyl hexanoate",0.233,68.1678,35.7681,7.51126,4.47821,2,0
327,,"Isobutyl hexanoate",0.413,67.7281,33.5314,6.91047,4.18698,2,0
328,,"Butyl lactate",0.156,50.9194,26.4154,5.91045,3.35332,3,1
329,,"Butyl laurate",8.17E-4,102.976,40.3857,10.9443,4.89058,2,0
330,,"Butyllevulinate",0.0382,61.538,31.6104,7.15351,3.70098,4,0
331,,"Butyl phenylacetate",0.0109,64.8868,40.6511,6.14945,4.47346,2,0
332,,"Isobutyl phenylacetate",0.0263,64.7243,39.9332,5.87202,4.43332,2,0
333,"590-01-2","Butyl propionate",4.7,50.9408,26.166,5.97038,3.27596,2,0
334,,"Butyl stearate",3.0E-6,137.844,42.4578,14.5708,4.89588,2,0
335,,"Butyl sulfide",0.816,55.6518,26.0012,6.46395,3.1262,0,0
336,,"Butyl 10-undecenoate",0.00104,93.4438,40.8854,10.097,4.8821,2,0
337,"591-68-4","Butylvalerate",0.608,62.3196,31.276,6.98563,4.15599,2,0
338,,"Butylisovalerate",1.09,57.7326,32.9292,6.53557,3.7514,2,0
339,"540-42-1","Isobutyl propionate",7.85,50.7363,24.449,5.23838,3.32782,2,0
340,,"Isobutyraldehyde",147.407,28.6763,22.4094,3.47795,3.21786,2,0
341,,"Tributyrin",7.22E-4,86.7516,59.0181,8.23754,5.24272,6,0
342,,"(+)-Camphene",3.38,43.1009,33.6018,4.10628,3.84441,0,0
343,,"d-Camphor",0.225,42.5345,37.5654,4.19546,3.90356,2,0
344,,"Carvacryl ethyl ether",0.0683,62.9863,36.7702,5.45197,4.31979,1,0
345,,"l-Carveol",0.0338,51.3753,33.0067,5.06127,3.50811,1,1
346,,"4-Carvomenthenol",,49.2209,33.5121,4.97076,3.58075,1,1
347,,"(-)-Carvyl acetate",0.00114,56.3374,40.5987,5.40831,4.12218,2,0
348,,"(-)-Carvyl propionate",0.00247,61.775,39.7557,6.10289,4.16967,2,0
349,,"trans-(1R,9S)-8-Methylene-4,11,11-trimethylbicyclo[7.2.0]undec-4-ene",0.0128,62.2667,42.5485,5.4628,4.18466,0,0
350,,"Cinnamic acid",0.00471,54.5446,21.1671,5.68871,3.76432,3,1
351,,"Cinnamyl acetate",0.0094,60.3999,29.8884,6.81835,3.42477,2,0
352,,"Cinnamyl alcohol",0.0117,51.7358,21.9207,5.76955,3.4379,1,1
353,,"Cinnamyl butyrate",5.04E-4,69.2043,36.7122,6.80753,4.0538,2,0
354,,"Cinnamyl isobutyrate",7.41E-4,67.0559,38.1566,6.8327,3.90665,2,0
355,,"Cinnamyl cinnamate",0.0,83.003,46.9849,8.26458,5.31902,2,0
356,,"Cinnamyl formate",0.0198,54.9135,28.7899,6.21934,3.86628,2,0
357,,"Cinnamyl propionate",0.00136,63.8233,34.4387,6.80954,3.94372,2,0
358,,"Cinnamyl isovalerate",2.69E-4,71.341,40.8306,7.19718,4.25447,2,0
359,,"Citral",0.0712,59.4629,33.1279,5.4065,4.16576,2,0
360,,"Citral diethyl acetal",0.00457,79.0243,47.3078,7.66518,4.92734,2,0
361,,"Citral dimethyl acetal",0.0678,66.6478,45.4239,5.88114,4.53176,2,0
362,,"Citronellyl acetate",0.0137,72.3463,38.4842,7.24394,4.54988,2,0
363,,"Citronellyl butyrate",0.00161,82.5347,44.2769,7.82769,5.14961,2,0
364,,"Citronellyl isobutyrate",,78.8102,45.179,7.17703,4.96437,2,0
365,,"Citronellyl propionate",0.00469,76.6964,40.5029,7.13913,4.66091,2,0
366,,"Citronellyl valerate",,87.0412,51.4067,7.93396,5.46324,2,0
367,"122-03-2","4-Isopropylbenzaldehyde",0.0482,51.7383,29.3545,5.46379,3.47605,2,0
368,,"Cyclohexaneacetic acid",0.00961,46.8862,29.4258,4.87895,3.5731,3,1
369,,"Cyclohexaneethyl acetate",0.152,58.8033,35.5406,5.67623,3.86835,2,0
370,,"Cyclohexyl acetate",1.29,47.4439,28.7824,5.07389,3.60374,2,0
371,,"Cyclohexyl butyrate",0.152,57.77,30.3193,6.2294,3.54748,2,0
372,,"Cyclohexyl propionate",0.385,52.5543,29.7799,5.72431,3.52689,2,0
373,,"Cyclohexyl isovalerate",0.112,63.5047,32.1915,6.242,3.84344,2,0
374,,"gamma-Decalactone",0.00852,61.3364,27.3663,6.87918,3.55138,2,0
375,,"8-Decalactone",,55.6098,33.2384,5.34644,3.90453,2,0
376,,"2-Decenal",0.0674,63.0525,25.9228,7.72267,3.38311,2,0
377,"112-17-4","Decyl acetate",0.031,79.8035,21.1307,9.62213,3.00257,2,0
378,,"Decyl butyrate",0.00532,91.5346,36.5736,10.3246,3.81832,2,0
379,,"Benzylether",0.00444,66.5995,37.1702,6.71105,3.85129,1,0
380,"431-03-8","Biacetyl",62.3,31.1488,19.0528,3.89998,2.99297,4,0
381,,"Diethyl malonate",0.344,47.6679,36.4704,5.24162,3.70301,4,0
382,,"Diethylsebacate",5.44E-4,88.686,42.5025,9.58401,4.33399,4,0
383,,"Diethyl L-tartrate",4.67E-4,63.3251,25.6318,7.48572,3.34133,6,2
384,,"Dihydrocarveol",0.0177,52.3418,32.1713,5.41404,3.61666,1,1
385,,"(-)-Dihydrocarvyl acetate",0.0572,62.5731,39.2477,5.84617,4.18748,2,0
386,,"Dihydrocoumarin",0.00624,49.4099,25.1099,4.90546,3.63297,2,0
387,,"m-Dimethoxybenzene",0.195,50.1605,27.7758,5.0461,4.1856,2,0
388,,"p-Dimethoxybenzene",0.25,50.3494,22.3919,5.81978,3.31443,2,0
389,,"2,6-Dimethyl-5-heptenal",0.622,51.043,29.2704,5.72765,3.32104,2,0
390,,"3,7-Dimethyl-l-octanol",0.0386,65.7893,34.207,6.46012,3.97551,1,1
391,,"a,a-Dimethylphenethyl acetate",0.0139,62.2995,37.6763,5.3977,4.16792,2,0
392,"106-65-0","Dimethyl succinate",0.422,47.3875,27.0983,5.15901,3.31224,4,0
393,,"(?)-Dihydro-5-octyl-2(3H)-furanone",0.00159,72.3539,29.5703,8.14749,3.55682,2,0
394,,"(+/-)-6-Heptyltetrahydro-2H-pyran-2-one",0.00155,69.4692,34.8266,7.39047,3.88711,2,0
395,,"8-Dodecalactone",,68.7801,37.5578,6.51306,4.20908,2,0
396,,"2-Dodecenal",0.0102,74.547,27.7011,9.00565,3.43904,2,0
397,,"p-Ethoxybenzaldehyde",0.0235,54.7072,24.16,6.00369,3.40312,3,0
398,,"Ethyl acetoacetate",0.89,41.286,29.3583,4.69622,3.4132,4,0
399,,"Ethyl 2-acetyl-3-phenylpropionate",0.00493,68.6241,36.4384,7.0228,3.95052,4,0
400,"140-88-5","Ethyl acrylate",38.2,38.0492,20.9227,4.57505,3.28404,2,0
401,,"Ethyl p-anisate",0.00857,63.1654,29.8742,6.6558,4.16933,3,0
402,,"2-Ethylbutyl acetate",2.16,52.2951,28.7148,5.66667,3.75824,2,0
403,,"Ethyl isobutyrate",21.6,40.3527,27.603,4.6839,3.37459,2,0
404,,"2-Ethylbutyric acid",0.18,41.2793,30.0229,4.33211,3.62786,3,1
405,"103-36-6","Ethyl cinnamate",0.00729,64.4262,24.6822,6.61877,3.68428,2,0
406,,"Ethyl cyclohexanepropionate",0.106,61.4551,34.0283,6.71066,3.63171,2,0
407,"110-38-3","Ethyl decanoate",0.0339,79.4489,32.4649,8.66108,3.74769,2,0
408,"109-94-4","Ethyl formate",242.0,28.0455,17.8869,4.06506,2.61765,2,0
409,,"Ethyl 3-(2-furyl)propanoate",0.148,56.3609,28.0836,6.39297,3.52589,2,0
410,"2785-89-9","4-Ethylguaiacol",0.0173,53.8936,31.5089,5.06214,4.09482,2,1
411,"106-30-9","Ethyl heptanoate",0.602,61.9753,30.2277,7.00171,3.74676,2,0
412,,"Ethyl laurate",0.00744,90.9364,34.0365,9.85911,3.74216,2,0
413,,"Ethyl 2-methylbutyrate",7.853,50.1049,25.0848,5.7563,3.24394,2,0
414,,"Ethyl 3-methyl-3-phenylglycidate",0.00571,61.1911,42.837,5.38271,4.96101,3,0
415,,"Ethyl nonanoate",0.116,73.3837,32.2931,8.07269,3.81921,2,0
416,"106-32-1","Ethyl octanoate",0.224,67.9779,30.0626,7.47447,3.75171,2,0
417,,"Ethyl palmitate",7.6E-5,113.814,39.3935,12.2738,4.2253,2,0
418,,"Ethyl phenylacetate",0.0897,54.2892,36.1951,5.1883,4.03483,2,0
419,,"Ethyl 3-phenylglycidate",0.00184,58.6926,37.3212,5.30788,4.19391,3,0
420,,"Ethyl 3-phenylpropionate",0.028,62.6633,29.0352,6.73263,3.74728,2,0
421,,"Ethyl pyruvate",3.09,39.9796,21.44,5.01736,3.0994,4,0
422,,"Ethyl salicylate",0.0348,57.0598,25.2218,5.7788,3.83812,3,1
423,,"Ethyl sorbate",0.418,54.0524,24.636,6.07968,3.56369,2,0
424,"108-64-5","Ethyl isovalerate",7.853,45.2633,29.4441,5.08609,3.44481,2,0
425,,"Eugenyl acetate",0.00791,70.4332,36.2667,6.63993,4.51667,3,0
426,"93-15-2","Methyl eugenol",0.0272,62.7695,33.8316,6.0545,4.45103,2,0
427,,"Methyl isoeugenol",0.011,65.0716,33.7098,6.3458,4.33208,2,0
428,,"Isoeugenyl phenylacetate",0.0,90.165,43.3421,8.01062,4.52031,3,0
429,"106-28-5","Farnesol",3.7E-4,81.7496,42.3845,8.02916,4.21928,1,1
430,,"Fenchyl alcohol",0.0693,48.2657,36.2578,4.4019,3.96244,1,1
431,"98-01-1","Furfural",2.23,34.28,17.1248,4.10096,3.09087,2,0
432,,"Furfuryl acetate",1.063,43.4308,27.277,5.13961,3.22423,2,0
433,,"3-(2-Furyl)acrolein",0.0351,44.5255,20.7873,5.23754,3.58921,2,0
434,,"Geranyl benzoate",1.8E-5,87.842,45.6472,8.10288,4.8432,2,0
435,,"Geranyl butyrate",0.00116,78.88,42.9475,7.49612,4.73167,2,0
436,,"Geranyl formate",0.0154,62.3274,33.2307,6.58843,3.89524,2,0
437,,"Geranyl phenylacetate",6.0E-6,85.0582,53.7396,7.19882,5.08502,2,0
438,,"Guaiacyl phenylacetate",3.4E-5,73.3009,43.1874,6.20361,4.66658,3,0
439,,"g - Heptalactone",0.0827,44.3528,25.5593,5.03224,3.47148,2,0
440,"112-06-1","Heptyl acetate",0.51,62.0591,24.3968,7.3057,3.16284,2,0
441,"96-04-8","2,3-Heptanedione",3.98,46.6022,23.7572,5.2929,3.15125,4,0
442,,"4-Heptanone",5.2,44.1735,26.6452,5.39877,3.53131,2,0
443,"111-70-6","Heptyl alcohol",0.325,50.2421,25.138,6.0985,3.03352,1,1
444,,"Heptyl formate",1.0,56.8569,27.4566,6.8404,3.25622,2,0
445,,"1-Hexadecanol",5.2E-5,102.659,35.4743,12.2503,4.02645,1,1
446,,"w-6-Hexadecenlactone",1.0E-6,88.3228,40.6107,6.50532,4.65918,2,0
447,,"4,5-Dihydro-5-ethyl-2(3H)-furanone",0.152,38.3541,25.5769,4.43856,3.5122,2,0
448,"928-95-0","trans-2-Hexen-1-ol",0.873,40.5068,22.6165,5.08863,3.2065,1,1
449,"2639-63-6","Hexyl butyrate",0.233,68.3479,32.7242,7.80424,3.97731,2,0
450,,"w-Hexylcinnamaldehyde",6.97E-4,79.576,42.9752,6.52032,5.38852,2,0
451,,"Hexyl formate",2.969,51.1718,22.8137,6.63684,3.04973,2,0
452,,"Hexyl2-furoate",0.00554,66.2024,31.9477,7.61295,3.7561,2,0
453,"6378-65-0","Hexyl hexanoate",0.0278,78.6988,38.3895,8.73499,4.66522,2,0
454,,"2-Hexylidene cyclopentanone",0.0176,57.9137,35.9665,5.91888,4.45762,2,0
455,,"Hexyl octanoate",0.00532,90.4837,42.8325,9.63088,4.64828,2,0
456,,"Hexyl propionate",0.557,62.6713,28.0704,7.21304,3.44649,2,0
457,,"Hydroxycitronellal",,59.9745,33.5416,6.22049,3.97689,3,1
458,,"4-(p-Hydroxyphenyl)-2-butanone",0.00106,57.748,25.4083,6.07239,3.36156,3,1
459,,"(S) alpha-ionone",0.0144,63.1538,37.5698,5.95554,4.36671,2,0
460,,"Jasmin Absolute",,51.2874,31.0989,5.42866,3.75736,0,0
461,,"Lauric acid",6.61E-4,79.2818,33.6518,9.22687,3.81642,3,1
462,,"Lauric aldehyde",0.0344,76.5669,25.6252,9.23436,3.12902,2,0
463,,"Lauryl acetate",0.0094,91.4438,21.9348,10.897,3.08216,2,0
464,,"Lauryl alcohol",0.00209,79.3589,29.1084,9.63865,3.7421,1,1
465,,"Linalool",0.091,54.0692,33.9303,5.60669,3.89963,1,1
466,,"Linalyl acetate",0.116,62.5344,38.4153,6.3018,3.95342,2,0
467,,"Linalyl anthranilate",1.0E-6,86.7274,47.7199,7.56722,4.65354,3,2
468,,"Linalyl formate",0.0344,58.191,36.9547,5.92415,3.90963,2,0
469,,"Linalyl propionate",0.0263,68.5617,43.0611,6.38607,4.19631,2,0
470,,"Linalyl isovalerate",,72.4459,50.3893,6.83061,4.81374,2,0
471,,"Maltol",3.37E-4,42.2531,23.5856,4.17795,3.7286,4,1
472,,"Perillyl alcohol",0.00628,50.8484,33.9338,5.14206,3.76961,1,1
473,,"(1S,2S,5S)-Menthol",0.0323,52.7958,36.9034,4.94462,3.82123,1,1
474,,,,53.6793,34.2604,4.95577,3.7976,1,1
475,,"1-Menthyl acetate",,60.8877,39.5289,5.99654,4.32089,2,0
476,,"Menthyl isovalerate",,79.5673,44.7597,6.44201,5.04932,2,0
477,,"2-Methoxy-4-methylphenol",0.0783,49.7461,27.3219,4.84711,3.87303,2,1
478,,"4-(p-Methoxyphenyl)-2-butanone",0.00382,63.4589,26.4883,6.83231,3.47026,3,0
479,,"2-Methoxy-4-vinylphenol",0.0188,55.4564,26.194,5.35633,4.18205,2,1
480,,"4'-Methylacetophenone",0.187,51.0326,22.9318,5.30746,3.46215,2,0
481,,"Methyl p-anisate",0.0158,57.6837,26.1607,6.17387,4.02971,3,0
482,,"2-Methylanisole",1.9,47.3342,26.1146,4.73525,4.15283,1,0
483,,"4-Methylanisole",1.65,47.4294,22.7436,5.21884,3.58356,1,0
484,,"Methyl anthranilate",0.0158,51.4519,24.3625,5.16568,3.59584,3,2
485,,"a-Methylbenzyl acetate",0.203,51.8467,33.7011,5.57587,4.15361,2,0
486,,"a-Methylbenzyl butyrate",0.0237,61.5943,40.8464,6.17963,4.12101,2,0
487,,"a-Methylbenzyl propionate",0.0693,55.7775,36.8733,5.51293,3.97789,2,0
488,,"Methyl p-tert-butylphenylacetate",0.00778,66.2114,34.6958,6.4375,3.76718,2,0
489,,"2-Methylbutyraldehyde",49.317,35.1992,22.9586,4.02474,3.26892,2,0
490,"547-63-7","Methyl isobutyrate",50.4,35.6711,26.2536,4.1831,3.33351,2,0
491,,"a-Methylcinnamaldehyde",0.0171,52.4709,27.5718,5.41669,3.59662,2,0
492,,"Methyl cinnamate",0.0112,59.2934,22.7698,6.16749,3.53215,2,0
493,,"6-Methylcoumarin",8.67E-4,56.0456,23.9048,5.47508,3.86361,2,0
494,"765-70-8","Methyl cyclopentenolone",0.0392,38.1832,24.5709,3.95364,3.47055,3,1
495,,"4-(3,4-Methylenedioxyphenyl)-2-butanone",0.00161,61.3909,29.2426,6.26496,3.78169,4,0
496,,"5-Methylfurfural",0.644,39.512,21.0994,4.41944,3.37843,2,0
497,,"Methyl2-furoate",0.858,42.5325,20.5401,4.90009,3.24576,2,0
498,"106-73-0","Methyl heptanoate",1.43,56.2134,25.0975,6.47396,3.22655,2,0
499,,"2-Methylheptanoic acid",0.0182,52.6369,31.8038,5.59757,3.76207,3,1
500,"106-70-7","Methyl hexanoate",3.95,50.4644,25.4845,5.97824,3.28039,2,0
501,,"Methyl laurate",0.0105,85.2362,37.9151,9.75264,4.13896,2,0
502,,"Methyl2-methoxybenzoate",0.029,56.7803,28.6985,5.13638,4.26051,3,0
503,,"Dimethyl anthranilate",0.0193,56.9631,29.5679,5.15395,4.07659,3,1
504,,"Methyl2-methylbutyrate",21.6,44.3937,24.8966,5.08105,3.32305,2,0
505,,"Methyl3-(methylthio)propionate",0.735,45.3375,25.8751,5.54229,3.38934,2,0
506,,"Methyl4-methylvalerate",7.85,46.6879,27.6949,5.43145,3.34717,2,0
507,,"Methyl myristate",2.69E-4,96.8751,40.9078,11.0231,4.50868,2,0
508,,"2-Acetylnaphthalene",9.57E-4,62.6533,24.3802,5.85615,3.92618,2,0
509,,"Methyl nonanoate",0.193,67.6845,28.8727,7.63141,3.66707,2,0
510,,"Methyl 2-nonenoate",0.146,65.744,31.6965,7.45078,3.42616,2,0
511,,"Methyl 2-nonynoate",45.207,63.0903,29.3668,7.45472,3.27103,2,0
512,"111-11-5","Methyl octanoate",0.523,62.0294,29.1654,7.22783,3.68624,2,0
513,,"Methyl 2-octynoate",103.273,57.3556,24.5824,6.90192,3.43985,2,0
514,,"4-Methyl-2-pentanone",18.2,38.3573,26.4629,4.37371,3.26265,2,0
515,,"Methyl phenylacetate",0.129,49.6685,32.3951,5.18751,3.85441,2,0
516,,"4-Methyl-1-phenyl-2-pentanone",0.0198,57.3033,37.6965,5.65556,3.92647,2,0
517,,"Methyl 3-phenylpropionate",0.0423,57.5909,26.3774,6.10155,3.74103,2,0
518,,"2-Methyl-3(p-isopropylphenyl)-propionaldehyde",0.00881,63.8401,32.8228,6.5625,3.47158,2,0
519,"75-18-3","Dimethyl Sulfide",,24.7763,16.6337,3.54214,2.5821,0,0
520,"3268-49-3","3-(Methylthio)propionaldehyde",1.64,36.7342,19.161,4.93687,2.76005,2,0
521,,"2-Methylundecanal",1.43,72.2096,34.7415,7.81852,4.00962,2,0
522,"624-24-8","Methyl valerate",11.0,44.8626,23.7108,5.39742,3.28253,2,0
